,tag,movieId,score,tag_lowercase_dups
24534,good summary of tv serie,5785,-5.0,
24535,Good surprise,140769,1.0,
24536,good theme,94663,2.0,
24537,good things and bad things,91548,1.0,
24538,Good Thriller,67709,-10.0,good thriller;
24539,good time,1,0.0,
24540,good times,6188,1.0,
24541,good to own and watch over and over,4816,-1.0,
24542,good to watch,260,2.0,
24543,good to watch on St. Paddy's Day,1226,-2.0,
24544,good twists,152077,19.0,
24545,good use for a tie,105827,1.0,
24546,Good use of 3-D,85394,0.0,
24547,good use of 3D,94864,0.0,
24548,good use of color,40617,0.0,
24549,good values,225185,0.0,
24550,good versus evil,1852625,138.0,Good Versus Evil;Good versus Evil;Good versus evil;
24551,good villain,293801,17.0,
24552,good villian,96079,1.0,
24553,good violence,56165,1.0,
24554,good visual,133195,2.0,
24555,good visual effects,170961,1.0,
24556,good visuals,138650,0.0,
24557,good vs evil,5753202,275.0,Good vs evil;
24558,Good vs evil sci-fi,260,1.0,
24559,good vs. evil,166623,7.0,Good vs. Evil;
24560,good war movie,4223,-5.0,
24561,good watch,112868,1.0,
24562,good will hunting,4019,-3.0,
24563,good writing,435512,11.0,
24564,good-hearted,356,0.0,
24565,good-natured,120807,0.0,
24566,goodbye,92738,1.0,
24567,goodfellas,104925,3.0,
24568,goodfellas ii,134515,1.0,Goodfellas II;
24569,goodMovie,60904,-1.0,
24570,goodness,221354,1.0,
24571,goodness of mankind,2313,-1.0,
24572,goodness of people,1358,6.0,
24573,GoodTimes Entertainment,226201,0.0,
24574,Goof Troop,135567,1.0,
24575,goofball,347526,4.0,
24576,goofy,5686711,136.0,Goofy;
24577,goofy aliens,105178,1.0,
24578,goofy comedy,1125,-1.0,
24579,goofy east-asian comedy,110116,1.0,
24580,goofy monster,104135,0.0,
24581,Goog end.,3271,1.0,
24582,googd end.,1643,1.0,
24583,google,409849,3.0,Google;
24584,google glass,151645,1.0,
24585,google video,113524,-34.0,
24586,goon,1014496,9.0,
24587,Goonies,2005,-3.0,
24588,goose,2098,3.0,
24589,Gopher,3552,0.0,
24590,gopro,142509,1.0,
24591,goran bregovic,3596,2.0,
24592,Goran Bregović,8254,1.0,
24593,Goran Dukic,56715,1.0,
24594,Goran Paskaljevic,101717,1.0,
24595,Gordan Chan,26865,1.0,
24596,gordon,161354,1.0,
24597,Gordon Davidson,127644,0.0,
24598,Gordon Douglas,86926,1.0,
24599,Gordon gordon,44191,0.0,
24600,Gordon Jackson,53737,1.0,
24601,Gordon Liu,153529,-2.0,
24602,Gordon MacRae,7614,-1.0,
24603,Gordon Parks,94831,1.0,
24604,Gordon Pinsent,164891,1.0,
24605,Gordon Wiles,115836,0.0,
24606,gore,35826440,839.0,Gore;
24607,Gore Effects,6731,1.0,
24608,GORE I RES MES,62203,0.0,
24609,Gore porn,154473,3.0,
24610,Gore Verbinski,344711,-7.0,
24611,Gore Vidal,168796,1.0,gore vidal;
24612,Gore!!!,76251,0.0,
24613,gore-free,85788,3.0,
24614,goretastic,291109,13.0,
24615,gorey,119141,1.0,
24616,gorgeous,14292,1.0,Gorgeous;
24617,gorgeous actresses,93840,1.0,
24618,gorgeous animation,228395,35.0,
24619,gorgeous cinematography,33950,2.0,
24620,gorgeous flying footage,52418,1.0,
24621,gorgeous Penelope Cruz,44694,0.0,
24622,gorgeous scenery,105855,0.0,
24623,gorgeous stop motion animation,143245,1.0,
24624,Gorgeous visuals,179819,38.0,
24625,gorgeous wife,42002,-1.0,
24626,gorgon,40467,2.0,
24627,gorific humour,87413,0.0,
24628,gorilla,2695189,34.0,
24629,gorilla costume,182025,1.0,
24630,Gorilla scene,72696,0.0,
24631,gorilla suit,91995,0.0,
24632,gorillas,189434,3.0,
24633,gorno,62203,-1.0,
24634,Goro Miyazaki,151410,6.0,
24635,Gorosaurus,179500,1.0,
24636,Gory,993910,20.0,gory;
24637,gory fun,7360,9.0,
24638,Goscinny,79541,0.0,
24639,Gosh!,8376,-4.0,
24640,gospel,582317,8.0,
24641,gospel music,39390,1.0,
24642,gospel of luke,6511,1.0,
24643,gospel singer,391,1.0,
24644,gossip,1488868,17.0,Gossip;
24645,gossip columnist,113350,2.0,
24646,Got,50068,-9.0,
24647,got bored & turned it off,139622,-15.0,
24648,got me belly laughing,86377,0.0,
24649,Got nothing to do with figure skating,4819,0.0,
24650,Got to See to Believe,51207,2.0,
24651,Gota kanal,5753,-2.0,
24652,Gotengo,40455,0.0,
24653,Goth,363193,-1.0,goth;
24654,goth girl,272595,2.0,
24655,goth girls,165121,1.0,
24656,Goth kids,115475,1.0,
24657,goth punk,173312,5.0,
24658,Goth skater Persian hijab wearing vampire girl,118880,1.0,
24659,Gotham,241452,3.0,gotham;
24660,gotham city,512323,9.0,Gotham City;
24661,gothenburg,108330,1.0,
24662,GOTHIC,33587,1.0,Gothic;gothic;
24663,Gothic Girl,141765,2.0,
24664,Gothic Horror,95969,0.0,gothic horror;
24665,gothic lolita,30867,3.0,
24666,gothic melodrama,1076,1.0,
24667,gothic romance,156388,3.0,
24668,Gothic subculture,163504,1.0,
24669,gotta see,260,0.0,
24670,gotta watch 2x,40583,-3.0,
24671,Gourmet,93721,1.0,gourmet;
24672,goverment,382997,5.0,
24673,goverment lies,71450,5.0,
24674,governance,298740,9.0,
24675,governator,8798,-3.0,Governator;
24676,governer,157407,1.0,
24677,governess,569277,12.0,
24678,government,6293205,80.0,Government;
24679,government agencies,442902,4.0,
24680,government agent,656277,8.0,
24681,government assassin,145551,2.0,
24682,government conspiracy,838597,8.0,
24683,government corruption,900623,8.0,
24684,government cover-up,655558,6.0,
24685,government employee,507017,3.0,
24686,government minister,83270,1.0,
24687,government official,70795,1.0,
24688,Government Overreach,122920,1.0,
24689,government regulation,220313,2.0,
24690,government repression,148036,1.0,
24691,government research,110124,2.0,
24692,government scientist,146569,2.0,
24693,government secrets,304852,4.0,
24694,government witch hunt,59485,1.0,
24695,governor,1050064,23.0,
24696,Govinda,277650,2.0,
24697,Goya,136897,1.0,
24698,Goya Toledo,165889,0.0,
24699,gps,230805,1.0,
24700,grabbed from behind,113105,1.0,
24701,grabbed me!,151735,-1.0,
24702,graboids,380351,6.0,
24703,grace,61057,1.0,Grace;
24704,Grace Gummer,114392,1.0,
24705,Grace Jones,7416,2.0,
24706,Grace Kelly,26996,27.0,grace kelly;
24707,Grace Lee,113304,0.0,
24708,Grace Lynn Kung,27482,1.0,
24709,Grace Park,72308,0.0,
24710,Grace Phillips,300,1.0,
24711,graceland,193573,2.0,
24712,gracie,109904,1.0,
24713,gracie jiu-jitsu,109904,1.0,
24714,Gracita Morales,100268,-1.0,
24715,grad school,96296,1.0,
24716,grade,26903,1.0,
24717,grade school,170939,1.0,
24718,gradual tension,111364,6.0,
24719,graduate,398425,5.0,
24720,graduate student,639339,6.0,
24721,graduation,2112610,29.0,Graduation;
24722,graduation present,3152,1.0,
24723,graduation speech,70898,1.0,
24724,Graeme Clifford,2757,0.0,
24725,graffiti,2312383,42.0,
24726,graft,69926,1.0,
24727,Grafton Street,53123,0.0,
24728,Graham Annable,114552,1.0,
24729,Graham Chapman,15127,-3.0,
24730,Graham Greene,43524,-2.0,
24731,Graham McTavish,57528,1.0,
24732,Graham Yost,27002,0.0,
24733,grahic novel,44191,1.0,
24734,grahics,188283,1.0,
24735,Grail,90183,0.0,
24736,grainy,169821,2.0,
24737,grammy,143377,1.0,
24738,gramophone,96029,3.0,
24739,Gran Canaria,56474,0.0,gran canaria;
24740,granada,301347,3.0,
24741,grand,206385,-1.0,Grand;
24742,grand canyon,735572,8.0,
24743,grand central station,299110,2.0,
24744,grand central terminal,3108,0.0,
24745,grand cinematic scope,1959,-1.0,
24746,grand duke,82055,1.0,
24747,grand finale,47452,1.0,
24748,grand guignol,351636,2.0,Grand Guignol;
24749,grand jury,132838,1.0,
24750,Grand Musical,914,0.0,
24751,grand national,156722,1.0,
24752,grand ole opry,4835,1.0,
24753,grand piano,443301,5.0,
24754,Grand Prix,59037,0.0,grand prix;
24755,Grand Prix du Festival International du Film,1313808,0.0,
24756,grand theft auto,201695,2.0,
24757,Grand Themes,1372,0.0,
24758,grand tour,173735,2.0,
24759,grandchild,177656,2.0,
24760,grandchildren,76814,1.0,
24761,granddaughter,449729,3.0,
24762,grande  dame guignol,54964,1.0,
24763,Grande dame guignol,80619,1.0,grande dame guignol;
24764,Grandeur,6443,0.0,
24765,grandfather,2205493,20.0,
24766,grandfather granddaughter relationship,134081,1.0,
24767,grandfather paradox,96610,1.0,
24768,grandfather-grandson relationship,174563,1.0,
24769,grandiose,98154,-1.0,
24770,grandiose  behavior,68974,1.0,
24771,Grandiose plot,133377,1.0,
24772,GRANDMA,7045,1.0,
24773,grandmaster,79553,1.0,
24774,grandmother,2909573,20.0,Grandmother;
24775,grandmother grandson relationship,1103,1.0,
24776,grandmother-grandson relationship,110048,0.0,
24777,grandparent,142997,1.0,
24778,grandparent grandchild relationship,3825633,57.0,
24779,grandparents,942073,8.0,
24780,grandson,33267,1.0,
24781,grandstand,1527,-1.0,
24782,Grant Baldwin,144210,1.0,
24783,Grant Gee,58992,0.0,
24784,Grant Heslov,71156,0.0,
24785,granting of wishes,1623,0.0,
24786,grape,122164,2.0,
24787,grape stomping,79337,1.0,
24788,grapefruit,16061,3.0,
24789,grapes,26410,1.0,
24790,Graphic,160805,4.0,graphic;
24791,graphic artist,77944,1.0,
24792,graphic design,129561,60.0,
24793,graphic images,81562,0.0,
24794,graphic novel,540501,24.0,Graphic Novel;
24795,graphic novels,402656,4.0,
24796,Graphic sex,78039,4.0,graphic sex;
24797,Graphic Violence,105844,13.0,Graphic violence;graphic violence;
24798,graphical,79251,0.0,
24799,graphically violent,42723,1.0,
24800,graphics,3226060,21.0,
24801,grass,465926,6.0,
24802,Grasse,48997,1.0,
24803,grasshopper,235633,3.0,
24804,grassroots,353434,2.0,
24805,Grateful Dead,263386,4.0,grateful dead;
24806,grating,90664,1.0,
24807,grating score,109487,1.0,
24808,grating soundtrack,27031,0.0,
24809,Gratuitous,62642,0.0,gratuitous;
24810,gratuitous cursing,296,0.0,
24811,gratuitous death,82095,0.0,
24812,gratuitous debauchery,106782,-1.0,
24813,gratuitous gore,6250,1.0,
24814,gratuitous lightning,87921,0.0,
24815,gratuitous nudity,174997,1.0,
24816,Gratuitous Peter Lorre lookalike,737,-1.0,
24817,gratuitous sex,284484,-11.0,Gratuitous sex;
24818,gratuitous underwear scene,110326,1.0,
24819,gratuitous violence,851688,70.0,Gratuitous Violence;
24820,gratuitous violence in a psychological thriller,52328,-1.0,
24821,grave,1693335,27.0,
24822,grave digger,420925,11.0,
24823,grave digging,404946,6.0,
24824,grave robber,303181,5.0,
24825,grave robbers,175143,1.0,
24826,grave robbing,549083,6.0,
24827,gravedigger,1446,0.0,
24828,Graves Registration,66385,-3.0,
24829,gravestone,74370,1.0,
24830,graveyard,1894723,28.0,
24831,gravity,310865,3.0,Gravity;
24832,gravity fantasy,334110,2.0,
24833,gray,93838,-2.0,
24834,grayscale,43832,1.0,
24835,graz,142961,1.0,
24836,graziella moretto,153865,1.0,
24837,greaser,2483,2.0,
24838,greasers,90730,1.0,
24839,Great,479685,-8.0,great;
24840,Great 50s scifi ... well 1960,59942,1.0,
24841,great acting,8139758,1274.0,Great Acting;Great acting;
24842,great acting (main role),112515,1.0,
24843,great acting horrible ending,142074,-1.0,
24844,great acting/subtle performances,926,0.0,
24845,great action,117080,-13.0,Great action;
24846,Great action and character development,89745,1.0,
24847,great action and tear jeker,110,-6.0,
24848,Great Actions,7528,-8.0,
24849,great actor,240814,1.0,
24850,Great actors,73344,2.0,great actors;
24851,great actress,7160,-1.0,
24852,great adaptation,7153,1.0,Great adaptation;
24853,Great Adaptations,53856,-17.0,
24854,Great Ak,106986,0.0,
24855,great aliens,164179,16.0,
24856,great animated film,2085,-1.0,
24857,great animation,38077,2.0,Great animation;
24858,Great Animation Work,109487,1.0,
24859,great anime,41592,-7.0,
24860,great anime film,11901,-6.0,
24861,Great Anti-Abortion Film,3192,-1.0,
24862,great ape,2366,1.0,
24863,great argument for unmanned space flight,52328,1.0,
24864,Great Art Direction,924,-1.0,
24865,Great b&w movie,8459,0.0,
24866,great bad guy,98296,1.0,
24867,great barrier reef,10377,2.0,
24868,GREAT BATTLES,5747,-1.0,
24869,great beginning,165816,-1.0,
24870,great book,4349,0.0,
24871,great book adaptation,3556,0.0,
24872,great book okay movie,1620,-2.0,
24873,great book pathetic film,70599,-2.0,
24874,great books,73323,-1.0,
24875,Great Britain,188079,-1.0,great britain;
24876,great British actors,263954,2.0,
24877,great camera work,48774,-1.0,
24878,great camerawork,98122,1.0,
24879,great car chase,88129,1.0,
24880,great car chase scenes,6378,-1.0,
24881,Great cast,358851,2.0,Great Cast;great cast;
24882,great cast awful movie,14143,-6.0,
24883,great cast excellent,70119,-22.0,
24884,Great cast in an underappreciated drama dealing with prejudice,8094,1.0,
24885,great casting,101351,4.0,
24886,great casting...,1509,-4.0,
24887,great cgi,179819,2.0,great CGI;
24888,great challenge,118702,1.0,
24889,great character development,136484,1.0,
24890,great characterization,41336,0.0,
24891,great characterization from Pitt and Waltz,68157,0.0,
24892,Great characters,108979,0.0,Great Characters;great characters;
24893,great characters and acting,56782,1.0,
24894,great chase,118710,1.0,
24895,great chase scene,48774,1.0,
24896,great chase scenes,11933,5.0,
24897,great chemistry,85678,3.0,
24898,great child actors,122223,3.0,
24899,great childhood movie,3398,-1.0,
24900,great cinematograhy,6711,10.0,
24901,Great cinematography,128620,2.0,Great Cinematography;great cinematography;
24902,great classic,1527,-1.0,
24903,great Coen bros,1245,-1.0,
24904,great comedians,76293,0.0,
24905,great comedians lousy movie,76293,-3.0,
24906,Great comedy,367,1.0,
24907,great concept,395284,20.0,
24908,great controversy,260,1.0,
24909,great costumes,798234,37.0,
24910,great creature design,5618,1.0,
24911,great dancing,114904,1.0,
24912,great dane,9234,2.0,
24913,Great Dark Comedy,56333,1.0,
24914,great depression,2403592,59.0,Great Depression;
24915,great dialog,184300,5.0,
24916,Great dialogs,148626,1.0,
24917,Great Dialogue,165641,2.0,Great dialogue;great dialogue;
24918,great dialogues,8957,-1.0,Great dialogues;
24919,great dialouge,91830,-2.0,
24920,great diao,296,-2.0,
24921,Great Direction,723827,7.0,Great direction;great direction;
24922,great director,8284,-3.0,
24923,great disney movie,2078,-4.0,
24924,great doc,5669,-2.0,
24925,great doctor,173823,1.0,
24926,great drama,5897,-7.0,Great drama;
24927,"Great Drama, Superb star-cast, all-time favorite",1221,1.0,
24928,great dynamic,7437,2.0,
24929,great editing,448673,2.0,
24930,Great Effects,8961,-1.0,great effects;
24931,great effects for its age,260,2.0,
24932,Great Ending,176402,8.0,GREAT ENDING;Great ending;great ending;
24933,Great Ensemble Cast,6427,6.0,
24934,great environments,169984,7.0,
24935,great escape,46335,1.0,
24936,Great Fantasy,48394,-6.0,
24937,great fight scene:one against many in small flat,174234,2.0,
24938,Great fighting,54286,1.0,
24939,great film,2291,-1.0,Great Film;Great film;
24940,great finish,45501,-5.0,
24941,great for 60's crowd,49824,-1.0,
24942,great for the kids and adults,55178,-10.0,
24943,great friends,94,1.0,
24944,great fun,33570,-4.0,
24945,great fx,70607,0.0,
24946,Great Generation,953,1.0,
24947,Great gothic feel. Eward G. was great. Would have given it 5 stars if Barry Fitzgerald would have fallen overboard right away.,55671,1.0,
24948,GREAT GREAT MOVIE,46578,-14.0,
24949,Great heroics,2571,-7.0,
24950,great heroine,48600,-2.0,
24951,Great history,110,1.0,
24952,great history movie,4407,0.0,
24953,great house,74545,-1.0,
24954,great humor,260941,23.0,
24955,great humour,8874,-2.0,
24956,great idea,90405,9.0,Great idea;
24957,great idea wasted,90405,9.0,
24958,great imagery,27491,1.0,
24959,great impersonation,3174,3.0,
24960,great intelligent comedy,1784,-1.0,
24961,great Jackie Chan flick,2924,-6.0,
24962,great Jimmy Stewart western,6412,1.0,
24963,great kill,130642,1.0,
24964,great landscapes,620,0.0,
24965,great last line,910,1.0,
24966,great last lines,910,1.0,
24967,Great leap forward,27855,1.0,
24968,great light,291228,2.0,
24969,Great lines,3706,-4.0,great lines;
24970,Great make-up,1997,1.0,
24971,great makeup,1356,0.0,
24972,great mario movie fun,546,-1.0,
24973,great Mark Knopfler (Dire Straits) soundtrack,1238,-1.0,
24974,great meaning,1265,3.0,
24975,great memories,3397,-3.0,
24976,great mind,104913,0.0,
24977,great movie,334694,-18.0,GREAT MOVIE;GREAT movie;Great Movie;Great movie;
24978,great movie - idiots leave stupid tags,6713,-10.0,
24979,great movie about saints,27790,-1.0,
24980,great movie by baz lurman,1188,-3.0,
24981,great movie excellent and worth while,1957,-14.0,
24982,Great movie for the time period,1345,-5.0,
24983,Great Movie!,23250,-23.0,Great movie!;great movie!;
24984,great movies with terrible titles,117887,1.0,
24985,great music,643949,31.0,Great Music;Great music;
24986,Great Music Score,6946,2.0,
24987,great musical,1035,1.0,
24988,great narration,99007,-1.0,
24989,great Nick Hornby adaptation,5377,0.0,
24990,great old British cast,94070,2.0,
24991,great old movie,8476,-10.0,
24992,Great olympic story,7263,-2.0,
24993,great one liners,97304,0.0,
24994,great opening,91875,3.0,
24995,great opening credits,90746,1.0,
24996,great pace,294701,4.0,
24997,great pacing,462425,4.0,
24998,great pair,3507,-1.0,
24999,great parents,80549,1.0,
25000,great performance,138088,0.0,
25001,great performance by actress,53921,1.0,
25002,Great performance by Julianne Moore,117881,1.0,
25003,great performance by Pacino,4262,0.0,
25004,great performance by young actor,3289,-1.0,
25005,Great performances,99114,54.0,great performances;
25006,Great Performances: Alec Baldwin,1095,-1.0,
25007,Great performances: Hilary Swank,80939,0.0,
25008,Great period piece,6947,1.0,
25009,great photography,331583,3.0,
25010,great photograpy,421292,47.0,
25011,great picture,1721,1.0,
25012,great pircture,158238,1.0,
25013,Great Plains,106841,0.0,
25014,great play turned into hohum movie,172663,1.0,
25015,great plot,314709,27.0,Great plot;
25016,Great potential,3910,0.0,
25017,great premise,713203,33.0,
25018,Great Prison Movies,6164,0.0,
25019,great productiondesign,1320,-8.0,
25020,Great promise,2478,-1.0,
25021,great quotes,60984,9.0,
25022,great ratings from new yorker critic- Denby,7767,-6.0,
25023,great remake,41569,-2.0,Great remake;
25024,Great reveal,52604,-2.0,
25025,great scares,56145,0.0,
25026,great scene,140245,1.0,
25027,great scenery,154196,6.0,
25028,Great Sci fi,316,-9.0,
25029,Great Sci-Fi,34405,-5.0,
25030,"Great scifi that gets no love. Guy Pearse is great as always, but so is Samantha Mumba and orlando jones",5171,1.0,
25031,great score,21910,2.0,Great Score;Great score;
25032,Great Scott!,4023,0.0,
25033,great screenplay,175638,40.0,
25034,Great Screenplays,30021,8.0,great screenplays;
25035,great script,891030,16.0,
25036,great script greatly acted,2435,0.0,
25037,great sequel,8636,1.0,
25038,great set pieces,26540,1.0,
25039,great sets,65133,0.0,
25040,great shooting,115569,1.0,
25041,great show,7502,1.0,
25042,great sioux war,163172,1.0,
25043,great skill,104913,6.0,
25044,great songs,116924,5.0,Great Songs;
25045,great sound,140908,3.0,
25046,great sound track,55226,1.0,
25047,great soundtack,113604,5.0,
25048,Great Soundtrack,62169,38.0,Great soundtrack;great soundtrack;
25049,great soundtract,90249,1.0,
25050,great sountrack,139644,13.0,
25051,Great spaghetti epic,1209,-4.0,
25052,great special efects,33493,-3.0,
25053,Great special effects,133962,0.0,great special effects;
25054,great special-fx,924,0.0,
25055,great stars,73914,0.0,
25056,great start for terminator series~,1240,1.0,
25057,Great Steampunk action triller.,56171,-6.0,
25058,Great stoned,88252,1.0,
25059,great story,1417722,77.0,Great Story;Great story;
25060,great story of love and emotions,5782,1.0,
25061,Great Storytelling,607,4.0,great storytelling;
25062,great stunts,30823,4.0,
25063,"Great suspense, action-packed, Top-notch director",4226,1.0,
25064,Great T.V. show,78893,1.0,
25065,great tale,5882,0.0,
25066,great thriller,457,-3.0,
25067,great timing,148667,1.0,
25068,great title,617831,0.0,
25069,Great Topic,108928,1.0,
25070,great translation,837,-2.0,
25071,great trilogy,73323,-1.0,
25072,great tunes,40819,-2.0,
25073,great twists.,93840,-1.0,
25074,great universe,260,1.0,
25075,great use of music,133817,-5.0,
25076,Great villain,205579,27.0,Great Villain;great villain;
25077,great villan,122916,1.0,
25078,great visual,41571,1.0,
25079,great visual effects,260,7.0,
25080,Great Visuals,112852,44.0,great visuals;
25081,great voice acting,84944,7.0,
25082,great wall of china,219298,3.0,
25083,great war depiction,5152,-4.0,
25084,great war scene,7153,-1.0,
25085,great whimsical animated feature,26662,-1.0,
25086,Great White Hope,72641,3.0,
25087,great white shark,512109,8.0,
25088,great writing,968665,18.0,
25089,Great. A lot of action.,37382,-5.0,
25090,Great. Music,46765,1.0,
25091,Great. Surprise excellence from Mrs.Cobain,1120,-5.0,
25092,Great:  Makes you realize how over-acted most films are.,5632,-2.0,
25093,greater good,158244,1.0,
25094,greatest,163390,1.0,
25095,Greatest Gay films,39183,1.0,
25096,greatest movie ever,1645,0.0,
25097,greatest movie of all time,16383,-28.0,
25098,Greatful Dead,133885,1.0,
25099,greatness,112552,9.0,
25100,Greco-Persian War - mythologized,109673,4.0,
25101,Greco-Turkish War,94819,0.0,
25102,greeaat,45730,-5.0,
25103,greece,4423840,45.0,Greece;
25104,greed,6798457,155.0,
25105,greedy,106782,-1.0,
25106,greedy developer,180261,2.0,
25107,greedy executive theme,46613,-1.0,
25108,greek,2791026,32.0,Greek;
25109,greek 60's,108413,0.0,
25110,greek american,131186,1.0,
25111,greek choir,186923,1.0,
25112,greek civil war,91908,1.0,
25113,greek god,179820,2.0,
25114,Greek Gods,5705,0.0,
25115,greek history,190626,2.0,
25116,greek island,247592,4.0,
25117,greek islands,7253,0.0,
25118,greek letter,5283,1.0,
25119,greek music,141006,2.0,
25120,Greek myth,7757,1.0,greek myth;
25121,Greek mytholog,5540,2.0,
25122,greek mythology,2864398,25.0,Greek Mythology;Greek mythology;
25123,greek new wave,234107,1.0,
25124,Greek revolution,185899,1.0,
25125,greek soldier,69964,1.0,
25126,Greek tragedy,122315,7.0,greek tragedy;
25127,Greek Weird Wave,132066,1.0,
25128,greek western,128948,0.0,
25129,Greeks with Cockney accents,8977,1.0,
25130,Greeks with irish accents,8977,1.0,
25131,green,443650,7.0,
25132,green arrow,165533,1.0,Green Arrow;
25133,green beret,562121,7.0,
25134,green card,216023,4.0,
25135,Green Day,157385,1.0,green day;
25136,green dress,97388,1.0,
25137,green energy,444703,3.0,
25138,green feathers,87216,1.0,
25139,green goblin,5349,-4.0,
25140,Green Goo,70946,0.0,
25141,Green Lantern,158559,3.0,green lantern;
25142,green mythology,104074,1.0,
25143,Green Party,143969,1.0,
25144,green screen,134069,1.0,Green screen;
25145,green world,2571,1.0,
25146,greenhouse,170268,8.0,
25147,greenhouse effect,275635,5.0,
25148,greenhouse gases,69529,1.0,
25149,greenland,434632,3.0,Greenland;
25150,greenland sea,183413,1.0,
25151,greenpeace,354433,3.0,
25152,greenscreen,180053,1.0,
25153,Greensleeves,8661,1.0,
25154,Greenwich,1040,0.0,
25155,greenwich london,1040,1.0,
25156,greenwich village,722734,8.0,
25157,greer garson,43710,1.0,Greer Garson;
25158,Greer Goodman,3852,0.0,
25159,greeting card,175788,2.0,
25160,greeting card business,69757,-1.0,
25161,greeting cards,69757,1.0,
25162,Greg Barker,244172,2.0,
25163,Greg Beeman,49322,0.0,
25164,Greg Camalier,106332,0.0,
25165,Greg Cruttwell,999,1.0,
25166,Greg Evigan,125205,1.0,
25167,Greg Ford,86286,1.0,
25168,Greg Germann,63859,-2.0,
25169,Greg Jacobson,102910,0.0,
25170,Greg Kinnear,890792,-28.0,
25171,Greg MacGillivray,180034,2.0,
25172,Greg Marcks,27674,-1.0,
25173,Greg McLean,168288,2.0,
25174,Greg Mottola,435588,0.0,
25175,Greg Pritikin,6710,1.0,
25176,Greg Sestero,74754,0.0,
25177,Greg Strause,56801,0.0,
25178,Greg Swartz,105542,0.0,
25179,Greg Tiernan,158872,2.0,
25180,Greg Whiteley,166603,1.0,
25181,Greg Yaitanes,7841,0.0,
25182,Gregg Araki,90779,3.0,
25183,Gregg Barson,121879,1.0,
25184,Gregg Champion,420637,4.0,
25185,Gregg Hale,103483,-1.0,
25186,Gregg Henry,47318,0.0,
25187,Gregg Kavet,67138,1.0,
25188,Gregor Fisher,81804,1.0,
25189,Gregor Jordan,111858,0.0,
25190,Gregory Gast,8965,1.0,
25191,Gregory Greene,34411,0.0,
25192,Gregory Hines,8494,0.0,
25193,Gregory Hoblit,121129,8.0,
25194,Gregory La Cava,109770,1.0,
25195,Gregory Nava,26751,1.0,
25196,Gregory Peck,234274,22.0,
25197,Gregory V. Sherman,69786,0.0,
25198,Greif,112515,0.0,
25199,gremlin,39728,3.0,
25200,Grenada,2476,1.0,
25201,grenade,773821,8.0,
25202,grenade launcher,272996,4.0,
25203,Grenoble trilogy,21114,3.0,
25204,grenze,186501,1.0,
25205,grest books,8324,2.0,
25206,gret,1148,-3.0,
25207,Greta Garbo,166731,3.0,greta garbo;
25208,greta garbo impression,135828,2.0,
25209,Greta Gerwig,527354,10.0,greta gerwig;
25210,Greta Scacchi,13494,-1.0,
25211,Greta Schiller,135117,1.0,
25212,Gretchen Becker,235,1.0,
25213,gretchen mol,65051,1.0,Gretchen Mol;
25214,Grey,27223,0.0,
25215,Grey Moral Lines,71838,1.0,
25216,greyhound racing,4797,1.0,
25217,grfgt,97304,0.0,
25218,gridhouse,109168,0.0,
25219,gridlock,331797,2.0,
25220,Grief,787562,7.0,grief;
25221,Grief & Loss,30894,0.0,
25222,grief porn,527,5.0,
25223,grieving,2138152,14.0,
25224,grieving daughter,187099,1.0,
25225,grieving father,282754,2.0,
25226,grieving man,169996,1.0,
25227,grieving parents,400570,4.0,
25228,grieving widower,711608,7.0,
25229,griffin,116833,1.0,
25230,Griffin Dunne,7291,0.0,
25231,griffith park observatory los angeles,1103,1.0,
25232,grifter,495569,10.0,Grifter;
25233,Grifters,7383,1.0,grifters;
25234,grifting,13261,-2.0,
25235,Grigori Aleksandrov,379476,4.0,
25236,Grigori Chukhrai,5368,1.0,
25237,Grigori Kozintsev,281791,2.0,
25238,Gril Power,6503,-3.0,
25239,grill,848,0.0,
25240,grim,1260913,124.0,
25241,grim humor,1267,-1.0,
25242,grim reaper,830702,8.0,
25243,grimdark,116215,1.0,
25244,grimm brothers,26973,1.0,
25245,grimoire,6737,2.0,
25246,Grimy,1342,-1.0,grimy;
25247,Grinch,3988,-2.0,
25248,grindhouse,4042616,66.0,Grindhouse;
25249,gringo,144796,1.0,
25250,griping,96079,1.0,
25251,Gripping,163912,4.0,gripping;
25252,gripping emotive,45210,2.0,
25253,grippy,130618,1.0,
25254,grisly,72731,0.0,
25255,Grit,103269,1.0,grit;
25256,grits,95558,1.0,
25257,gritty,7317053,459.0,Gritty;
25258,grizzly,130332,1.0,
25259,grizzly bear,1499846,16.0,
25260,grocer,399048,6.0,
25261,groceries,94941,1.0,
25262,grocery,92802,2.0,
25263,grocery store,1110557,8.0,
25264,grocerystore,53318,-6.0,
25265,grood,1784,-3.0,
25266,groom,233908,4.0,
25267,groot,112852,8.0,
25268,Groovy,6500,1.0,groovy;
25269,groping,172376,2.0,
25270,Gross,76159,-3.0,gross;
25271,gross but brilliant,296,-3.0,
25272,gross but funny,2706,-3.0,
25273,gross out,522942,7.0,
25274,gross out comedy,6641,2.0,
25275,Gross out humor,170399,1.0,gross out humor;
25276,gross-out,448734,5.0,Gross-out;
25277,gross-out humor,170817,4.0,
25278,gross-out humour,69122,0.0,
25279,Grotesque,73619,1.0,grotesque;
25280,Grotty setting,1342,-1.0,
25281,Groucho Marx,34165,4.0,
25282,ground control encoder,132741,1.0,
